0,1,2,3,4,5,6,7,8,9
154100.10082818812,4744.838139223423,59900.99261744977,17180.293250640316,12895.532022906395,3276.5935974979293,17857.079200601976,14238.730041628036,9108.105658047414,4516.752005158549
154112.09653215922,4754.574458171468,59913.839169570514,17200.504232669828,12892.900400693687,3281.723618668753,17855.487082847045,14260.51320907994,9105.081876633787,4529.561353611708
154106.59625808374,4753.850413938982,59910.134961355085,17190.7643494252,12907.879881035115,3291.3014213239794,17864.305792927582,14246.458843024358,9112.777629788674,4521.444630274926
154097.89574771424,4745.700771460442,59901.87349722387,17184.660465020042,12909.079591215084,3285.3071181438236,17857.88357228348,14237.974418247679,9108.328879901199,4511.163239352868
154094.5589527974,4742.450391035577,59899.67129420832,17185.622816908566,12907.192512030493,3285.781065296772,17854.80752855484,14233.516696596773,9103.064950715023,4506.85171713246
154110.68371955975,4759.612468834864,59915.91045192252,17202.917137182165,12922.960772178563,3303.2763745974516,17868.88659314802,14251.353731672436,9115.620981863083,4524.469691602013
154110.37596203672,4759.240266183261,59915.47733395777,17202.168512047847,12922.227260216629,3302.566126428257,17868.580230393767,14251.041570936957,9115.42420805177,4524.164921322649
154109.22005997365,4757.537643717555,59913.82840936893,17199.211777415276,12919.687743873608,3299.5798497354963,17867.24515169023,14249.693071712276,9114.673827337712,4523.100716898112
154110.392279307,4759.259602306363,59915.653295103395,17202.369008867663,12922.687342225294,3303.0090891846557,17868.632188187654,14251.063105581155,9115.462622201458,4524.3534557231205
154110.6294094294,4759.542950260166,59915.86856100645,17202.79705270181,12922.913731785173,3303.226870451921,17868.83841218048,14251.301416642715,9115.59267464132,4524.466687933472
154110.64362166592,4759.559955420546,59915.881464299935,17202.822814092542,12922.913492288355,3303.2433481385615,17868.850778042986,14251.315692459551,9115.600466343125,4524.4738127681185
154110.73323121347,4759.667162738769,59915.96282001985,17202.985147369112,12923.018911069075,3303.347137336789,17868.928743045515,14251.405712271779,9115.649601740937,4524.518759711874
154110.72920193637,4759.65945384196,59915.958767338794,17202.97088220762,12923.003245380645,3303.327692040072,17868.92260932718,14251.40194913506,9115.640901877303,4524.521095339942
154106.596482161,4754.754200156388,59910.37279674431,17193.65684983317,12913.826266509188,3294.407462394742,17864.90260679618,14247.177104016302,9113.016058298777,4520.42642488084
154110.2886292663,4759.135663943717,59915.406815718896,17202.063719067624,12922.274486612714,3302.4455142019747,17868.54153513287,14250.958991148344,9115.405815100028,4524.104781092051
154110.65879330836,4759.578038112413,59915.895015504146,17202.850053062666,12922.946143527815,3303.272755482035,17868.863884882892,14251.330858721869,9115.60874766295,4524.482597722673
154110.44752264908,4759.260772612796,59915.556732318684,17202.366911949866,12922.481823017935,3302.7191521777495,17868.606862191213,14251.062487535539,9115.453477889172,4524.30660683333
154110.14436709112,4758.842280008925,59915.151238690356,17201.73852368782,12921.423123103428,3301.7968392240605,17868.231060807742,14250.708910306606,9115.196399324017,4524.089967138305
154110.52851838138,4759.412769052236,59915.71361651883,17202.561129709466,12922.577297888974,3302.892562286394,17868.719150375495,14251.192944398128,9115.517794709034,4524.352108871601
154106.5714453764,4752.556546388256,59909.41031658487,17193.987497202477,12905.970944578565,3289.2750745366493,17860.795541819884,14246.735475091376,9108.044040971992,4521.601898156805
154110.91311414467,4759.634620691556,59915.66185286417,17201.650072766257,12921.681208336886,3302.2088735873517,17868.9740402457,14251.522383816742,9115.523628131104,4524.748467591535
154110.73323121347,4759.667162738769,59915.96282001985,17202.985147369112,12923.018911069075,3303.347137336789,17868.928743045515,14251.405712271779,9115.649601740937,4524.518759711874
154108.13241346573,4757.13167885961,59913.63944918083,17201.268244151062,12921.375511036287,3301.5254395217758,17866.80862457784,14248.572236424143,9114.093916979917,4521.550647330004
154110.7336522452,4759.667573002808,59915.96319619064,17202.985423290753,12923.019174849618,3303.3474306171556,17868.929085174874,14251.40617187092,9115.649852751974,4524.519240605976
154115.27747171503,4764.098724664192,59920.02308961519,17205.964448631075,12925.867642345736,3306.519168780685,17872.622431483564,14256.367138162092,9118.361302431036,4529.71200046571
154090.8557860505,4736.182000054101,59897.933789202834,17167.14139488816,12903.800594309741,3274.216925538553,17851.714965697032,14231.51848698039,9104.911532249003,4511.630548337048
154110.46394739352,4759.331843831413,59915.5672806325,17202.267381150188,12922.308913203127,3302.6607608253926,17868.655095092818,14251.134608587048,9115.472675378698,4524.260873120573
154105.8803424778,4753.247381322932,59909.81735343823,17191.82643748635,12909.411705638659,3292.4265258075866,17862.049053347586,14245.996004046454,9109.564703288186,4520.694234371578
154110.46982852084,4759.352401730906,59915.70432974493,17202.509743274557,12922.706591532376,3302.890967220446,17868.699665035587,14251.140981495451,9115.505117068975,4524.311144221345
154115.8570064005,4764.920980072289,59920.44361192146,17206.368154598254,12927.866969576851,3308.0677898890794,17873.919680428848,14256.39304513471,9119.440151534087,4530.095036478529
154109.31862998725,4758.153409120688,59914.4219609125,17201.22784405592,12921.25891323258,3301.6146777783656,17867.67153995468,14249.800634548259,9114.631704617485,4522.960923696665
154110.6294128842,4759.542432151947,59915.82074011313,17202.743897481898,12922.851377293988,3303.120698105552,17868.827316474406,14251.300478268138,9115.592774092634,4524.416571707538
154110.6733245113,4759.565036015625,59915.86306647405,17202.510361874898,12922.735623157923,3303.0523156411987,17868.799361341215,14251.329523420856,9115.463510071726,4524.455684145523
154108.71962697798,4757.540160502965,59914.08681548077,17200.838672077956,12921.379852028753,3301.6088906211426,17867.226953430847,14249.24171111599,9114.469193750923,4522.574800410902
154104.52612330302,4744.846985231386,59901.94653107309,17192.664012339425,12891.086504860716,3273.2974578632206,17855.5940473633,14244.549712030248,9106.59908728078,4522.718962357756
154110.62325695957,4759.535684300633,59915.862981395374,17202.786398308213,12922.911953535171,3303.238069567707,17868.83308374486,14251.295199197686,9115.589281039898,4524.465424590761
154108.87045210536,4757.443384805088,59913.734516732664,17199.330071597113,12920.214999781998,3299.6890026087544,17867.309311212557,14249.534160752512,9114.629029669875,4522.839785210176
154115.72228997218,4764.648486808518,59920.39695102248,17206.371062497547,12926.829858744084,3307.326769451633,17873.316209973993,14256.604298777196,9118.922014542137,4529.960537699203
154110.7341805336,4759.668087780514,59915.963668189856,17202.985769502666,12923.019505827535,3303.34779861001,17868.929514460728,14251.40674855164,9115.650167707412,4524.519844006535
154110.6480092704,4759.565251438865,59915.8854547856,17202.831005594515,12922.935992200648,3303.237727590113,17868.854608964128,14251.320083450573,9115.6028628168,4524.4705744586545
154110.6015347836,4759.508348910935,59915.78690776838,17202.687320361903,12922.804440776361,3303.061395454334,17868.79984714184,14251.272804216878,9115.556614010398,4524.392798904244
154110.73981072765,4759.671626440461,59915.96612636537,17202.981410758694,12923.01276565293,3303.342986993589,17868.932609779302,14251.412559256796,9115.652552206615,4524.5270033105235
153615.16116971217,4360.769091537057,59412.02256856908,16336.41786324943,12395.357175476598,2807.9503709508504,17486.526130996677,13813.113594981529,8952.403550613828,4436.546187743144
154110.48052513044,4759.303113638958,59915.6303019982,17202.58220527188,12922.54838015323,3302.8396795904478,17868.62986330586,14251.12925347195,9115.316174182859,4524.306179612281
154107.76407101768,4755.569547354253,59911.628799295446,17195.479398732426,12917.533692046862,3296.868729620908,17865.650120005557,14247.905413828767,9113.770157605972,4521.510301562628
154110.67870186907,4759.60188283003,59915.91331058701,17202.886152298957,12922.965742286071,3303.2929395226074,17868.881288780292,14251.350948752628,9115.619709731609,4524.492566873505
154110.34777439447,4759.206510416321,59915.527828733684,17202.280306863824,12922.501022962279,3302.6174332310434,17868.593506505047,14251.01835090338,9115.438201934967,4524.1847328470185
154103.09118485925,4751.028954303144,59906.57662565828,17189.037135737115,12910.480010609486,3290.130492025078,17861.822468292692,14243.453086219164,9111.247450127124,4516.648733259029
